,tx_count,other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,hx_address_count,cx_address_count,tx_fees
2024-02-11,9885.0,3844.0,43171.0,2206.0,5911.0,778.0,990.0,1806.0,96.0,106.43884071249985
2024-02-12,16799.0,9947.0,43138.0,2493.0,6530.0,2283.0,5493.0,5682.0,113.0,223.4397062999999
2024-02-13,15046.0,7928.0,43144.0,2856.0,5582.0,1380.0,5228.0,5062.0,113.0,163.01017552499988
2024-02-14,19456.0,11112.0,43166.0,2619.0,6923.0,4210.0,5704.0,5107.0,116.0,335.56057216249985
2024-02-15,17430.0,9759.0,43182.0,2762.0,6368.0,2860.0,5440.0,5257.0,120.0,227.20587902499983
2024-02-16,14874.0,8303.0,43173.0,2213.0,5926.0,1517.0,5218.0,4966.0,112.0,307.7918752249999
2024-02-17,8985.0,3502.0,33948.0,2049.0,5346.0,986.0,604.0,1675.0,101.0,341.60670123749986
2024-02-18,9812.0,4346.0,33077.0,2046.0,5948.0,1277.0,541.0,1643.0,97.0,1196.7514776125
2024-02-19,17949.0,10954.0,43139.0,2569.0,8608.0,1571.0,5201.0,5225.0,116.0,2190.6716579249996
2024-02-20,19145.0,11746.0,43152.0,2647.0,8452.0,2695.0,5351.0,5092.0,118.0,1910.8793600999998
2024-02-21,15644.0,9276.0,43167.0,2266.0,6681.0,1555.0,5142.0,5128.0,109.0,528.8609529749998
2024-02-22,16204.0,9537.0,43165.0,2249.0,6974.0,1601.0,5380.0,5071.0,125.0,600.2851308999998
2024-02-23,16702.0,9608.0,43172.0,2170.0,7415.0,1765.0,5352.0,5066.0,119.0,572.7818021499997
2024-02-24,15368.0,9029.0,43169.0,2336.0,6095.0,1754.0,5183.0,5026.0,116.0,502.52718059999984
2024-02-25,16081.0,8932.0,43176.0,2492.0,6718.0,1669.0,5202.0,5176.0,114.0,511.2437958249999
2024-02-26,19321.0,11024.0,43178.0,2833.0,8219.0,2769.0,5500.0,5951.0,120.0,562.9494697749999
2024-02-27,16487.0,8896.0,43169.0,2697.0,6527.0,1963.0,5300.0,5325.0,117.0,492.78843374999985
2024-02-28,22470.0,11369.0,43173.0,2800.0,8363.0,5521.0,5786.0,5291.0,121.0,647.7457015124999
2024-02-29,21161.0,10972.0,43173.0,3271.0,8548.0,3423.0,5919.0,5348.0,129.0,684.7030375374998
2024-03-01,19636.0,10097.0,43155.0,3022.0,7606.0,3127.0,5881.0,5279.0,125.0,639.1846260624998
2024-03-02,18158.0,9434.0,43177.0,3218.0,7439.0,2104.0,5397.0,5341.0,126.0,543.9507482374999
2024-03-03,12663.0,4888.0,43164.0,2480.0,6892.0,2310.0,981.0,1909.0,108.0,505.99046507499986
2024-03-04,24040.0,12667.0,43170.0,3866.0,9903.0,4306.0,5965.0,6227.0,127.0,701.7955176249998
2024-03-05,24623.0,11746.0,43169.0,3861.0,9275.0,5328.0,6159.0,5445.0,135.0,819.7490280124997
2024-03-06,18551.0,9857.0,43175.0,3128.0,7393.0,2629.0,5401.0,5314.0,133.0,444.7559313499998
2024-03-07,18983.0,9654.0,43146.0,2966.0,8215.0,2360.0,5442.0,5254.0,137.0,782.5671846249999
2024-03-08,15557.0,8409.0,43134.0,2356.0,6345.0,1664.0,5192.0,5153.0,123.0,597.0043373749999
2024-03-09,17252.0,8651.0,43166.0,3200.0,6707.0,1826.0,5519.0,5132.0,123.0,612.2941056499998
2024-03-10,21464.0,11191.0,43180.0,4118.0,8269.0,3514.0,5563.0,5501.0,132.0,705.6509353749997
2024-03-11,17338.0,8972.0,43180.0,3205.0,6865.0,1977.0,5291.0,5301.0,123.0,515.3051845374998
2024-03-12,17516.0,9096.0,43151.0,3054.0,6966.0,2223.0,5273.0,5267.0,134.0,669.7817231999999
2024-03-13,18803.0,10070.0,43177.0,3070.0,7871.0,2421.0,5441.0,5889.0,134.0,591.8957885624998
2024-03-14,14199.0,4771.0,43178.0,3225.0,7611.0,2391.0,972.0,1966.0,123.0,215.62457554999975
2024-03-15,18051.0,9499.0,43169.0,2798.0,7264.0,2690.0,5299.0,4999.0,123.0,357.77226937499984
2024-03-16,16031.0,9140.0,43175.0,2480.0,7068.0,1331.0,5152.0,4986.0,116.0,1010.9263354249998
2024-03-17,15446.0,8530.0,43179.0,2363.0,6324.0,1797.0,4962.0,4969.0,116.0,623.0810362999998
2024-03-18,16348.0,8571.0,43181.0,2335.0,6665.0,1991.0,5357.0,5047.0,121.0,510.7830664749998
2024-03-19,22368.0,13048.0,43167.0,3212.0,10786.0,2980.0,5390.0,4997.0,128.0,940.0044366124995
2024-03-20,19839.0,11109.0,43168.0,2402.0,8736.0,3286.0,5415.0,5031.0,128.0,693.1128140624999
2024-03-21,18454.0,10616.0,43169.0,2535.0,8351.0,2278.0,5290.0,5063.0,126.0,648.4016238624998
2024-03-22,14596.0,7805.0,43177.0,2259.0,6039.0,1366.0,4932.0,4913.0,121.0,406.5158882749998
2024-03-23,14630.0,8484.0,43153.0,2164.0,6408.0,1055.0,5003.0,4871.0,120.0,523.2174103999998
2024-03-24,13887.0,7897.0,43178.0,1990.0,5684.0,1297.0,4916.0,4884.0,122.0,440.3804734999999
2024-03-25,14772.0,8277.0,43180.0,2412.0,5777.0,1548.0,5035.0,5000.0,127.0,457.9826324749997
2024-03-26,19299.0,10284.0,43161.0,3754.0,8510.0,2500.0,4535.0,5529.0,127.0,531.6439714249998
2024-03-27,13440.0,7911.0,43167.0,1652.0,5490.0,1410.0,4888.0,4610.0,118.0,472.4960144999998
2024-03-28,14184.0,8469.0,43155.0,1720.0,5763.0,1670.0,5031.0,4695.0,119.0,492.9604289124998
2024-03-29,12577.0,7674.0,43175.0,1361.0,5412.0,1067.0,4737.0,4523.0,114.0,455.4959748499998
2024-03-30,16912.0,9295.0,43174.0,2925.0,6428.0,2367.0,5192.0,4863.0,123.0,528.0920817499998
2024-03-31,16522.0,7444.0,43172.0,3871.0,6857.0,993.0,4801.0,4838.0,111.0,469.9382364374999
2024-04-01,16871.0,9142.0,43151.0,2686.0,6883.0,2138.0,5164.0,5016.0,116.0,530.8997800124998
2024-04-02,18353.0,10007.0,43178.0,2623.0,6854.0,3595.0,5281.0,4876.0,120.0,571.9788129249998
2024-04-03,15881.0,8942.0,43155.0,2269.0,6127.0,2492.0,4993.0,4888.0,123.0,500.2176829124998
2024-04-04,14522.0,8741.0,43178.0,1790.0,5650.0,1909.0,5173.0,4677.0,121.0,550.5422635374998
2024-04-05,16649.0,8973.0,42141.0,2582.0,6663.0,2414.0,4990.0,4847.0,117.0,527.0052540249998
2024-04-06,12875.0,7162.0,43059.0,2209.0,5131.0,756.0,4779.0,4780.0,113.0,463.4592498499999
2024-04-07,12627.0,7260.0,43181.0,1960.0,5361.0,695.0,4611.0,4888.0,117.0,446.5189522999998
2024-04-08,16201.0,9352.0,43175.0,2392.0,7026.0,1589.0,5194.0,5565.0,122.0,504.6949003999998
2024-04-09,17841.0,11546.0,43174.0,2188.0,9284.0,1407.0,4962.0,6071.0,121.0,519.7107236999998
2024-04-10,14049.0,7855.0,43154.0,2100.0,5577.0,1459.0,4913.0,4833.0,117.0,491.02093987499984
2024-04-11,14353.0,8033.0,43170.0,2170.0,5921.0,1302.0,4960.0,4882.0,119.0,478.53844772499986
2024-04-12,17708.0,8679.0,43178.0,2434.0,7515.0,2645.0,5114.0,4852.0,123.0,529.0131186374997
2024-04-13,19279.0,8941.0,43178.0,2820.0,8434.0,2882.0,5143.0,4925.0,110.0,553.8964015124997
2024-04-14,15645.0,8141.0,43131.0,2509.0,6013.0,2007.0,5116.0,4840.0,120.0,496.6242394624998
2024-04-15,17161.0,9763.0,43109.0,2354.0,7529.0,2145.0,5133.0,5571.0,122.0,536.9846531624999
2024-04-16,15461.0,8390.0,43134.0,2392.0,6371.0,1629.0,5069.0,4848.0,118.0,493.48747624999976
2024-04-17,15059.0,8193.0,43141.0,2348.0,6237.0,1426.0,5048.0,4866.0,116.0,494.5912233999998
2024-04-18,13751.0,7603.0,43150.0,2251.0,5600.0,1021.0,4879.0,4760.0,120.0,366.0784111874999
2024-04-19,13142.0,6944.0,43177.0,1943.0,5120.0,1206.0,4873.0,4878.0,111.0,98.58537338749986
2024-04-20,12591.0,6786.0,43181.0,2219.0,4596.0,866.0,4910.0,4747.0,122.0,87.94395333749988
2024-04-21,12463.0,6761.0,43181.0,2082.0,4775.0,788.0,4818.0,4846.0,111.0,85.76904661249986
2024-04-22,13653.0,7744.0,43175.0,2255.0,5683.0,999.0,4716.0,5394.0,122.0,97.54658062499986
2024-04-23,18000.0,8391.0,43178.0,3225.0,6842.0,2435.0,5498.0,4927.0,117.0,192.03822492499984
2024-04-24,16855.0,9543.0,42924.0,2841.0,7435.0,1624.0,4955.0,4748.0,121.0,2079.3317497874996
2024-04-25,16171.0,8635.0,43111.0,2802.0,6617.0,1561.0,5191.0,4845.0,121.0,690.8413093624997
2024-04-26,14264.0,7865.0,43133.0,2267.0,5909.0,1365.0,4723.0,4812.0,116.0,499.8987063374998
2024-04-27,14866.0,7821.0,43147.0,2784.0,6351.0,933.0,4798.0,4811.0,112.0,479.5454269374998
2024-04-28,13749.0,7438.0,43143.0,2600.0,5479.0,1007.0,4663.0,4770.0,107.0,456.34897909999984
2024-04-29,14899.0,8709.0,43141.0,2232.0,6656.0,1209.0,4802.0,5438.0,121.0,486.49140224999985
2024-04-30,14910.0,8181.0,43144.0,2740.0,5792.0,1524.0,4854.0,4768.0,118.0,544.2783386499998
2024-05-01,15983.0,8611.0,43137.0,2442.0,6501.0,1832.0,5208.0,4861.0,113.0,525.0429734624997
2024-05-02,14061.0,7591.0,43153.0,2377.0,5620.0,1250.0,4814.0,4694.0,112.0,490.65958666249986
2024-05-03,14613.0,7918.0,43161.0,2124.0,6213.0,1381.0,4895.0,4816.0,113.0,478.52974443749974
2024-05-04,13179.0,7478.0,43164.0,2073.0,5426.0,988.0,4692.0,4717.0,112.0,461.75758991249984
2024-05-05,12548.0,7259.0,43152.0,2013.0,5214.0,768.0,4553.0,4750.0,115.0,447.55696466249987
2024-05-06,15131.0,8693.0,43145.0,2175.0,6182.0,1728.0,5046.0,4717.0,115.0,540.2117303374998
2024-05-07,13555.0,7562.0,43139.0,2136.0,5717.0,876.0,4826.0,4856.0,116.0,457.04366688749985
2024-05-08,15065.0,8737.0,43157.0,2203.0,6739.0,1206.0,4917.0,5397.0,113.0,472.33515443749985
2024-05-09,14751.0,8236.0,43150.0,2184.0,6129.0,1383.0,5055.0,4821.0,117.0,484.2721539249998
2024-05-10,14358.0,8122.0,43155.0,2385.0,5714.0,1446.0,4813.0,4728.0,113.0,482.7961106624998
2024-05-11,12700.0,6961.0,43159.0,2087.0,4922.0,923.0,4768.0,4764.0,115.0,202.86043396249985
2024-05-12,13004.0,7118.0,43122.0,2480.0,5091.0,827.0,4606.0,4708.0,108.0,695.2661073124998
2024-05-13,15167.0,8328.0,43144.0,2378.0,6206.0,1573.0,5010.0,4896.0,120.0,495.0448535249999
2024-05-14,14213.0,7781.0,43139.0,2568.0,5509.0,1233.0,4903.0,4723.0,112.0,514.7297531625
2024-05-15,14575.0,8162.0,43143.0,2100.0,6034.0,1477.0,4964.0,4760.0,112.0,490.7061221999998
2024-05-16,13407.0,7392.0,43153.0,2035.0,5487.0,1034.0,4851.0,4754.0,115.0,465.5551950749999
2024-05-17,14839.0,8149.0,43145.0,2212.0,6239.0,1375.0,5013.0,4778.0,110.0,489.1661165374999
2024-05-18,12454.0,6930.0,43146.0,2030.0,5148.0,645.0,4631.0,4663.0,105.0,449.8238784874999
2024-05-19,13159.0,7362.0,43155.0,1993.0,5481.0,892.0,4793.0,4742.0,106.0,453.6188195124999
2024-05-20,17829.0,9977.0,43163.0,2359.0,7945.0,2100.0,5425.0,5399.0,111.0,521.9245416749998
2024-05-21,16272.0,8803.0,43149.0,2334.0,6925.0,1739.0,5274.0,4875.0,112.0,504.5777903499998
2024-05-22,14555.0,7844.0,43129.0,2153.0,6030.0,1327.0,5045.0,4733.0,109.0,479.1869524749998
2024-05-23,16625.0,8555.0,43136.0,2235.0,6960.0,1914.0,5516.0,4817.0,115.0,507.51154068749986
2024-05-24,13311.0,7955.0,43138.0,1590.0,5226.0,1408.0,5087.0,4619.0,112.0,478.1604206999998
2024-05-25,14242.0,7782.0,43154.0,2440.0,5785.0,1059.0,4958.0,4782.0,113.0,477.33186862499986
2024-05-26,13286.0,7662.0,43148.0,2060.0,5462.0,1021.0,4743.0,4705.0,107.0,464.8187813999998
2024-05-27,14876.0,8106.0,43136.0,2151.0,6203.0,1442.0,5080.0,4834.0,114.0,481.19265701249986
2024-05-28,14645.0,9305.0,43153.0,1470.0,6725.0,1327.0,5123.0,5231.0,113.0,475.62323163749977
2024-05-29,16106.0,8774.0,43148.0,2641.0,6615.0,1744.0,5106.0,4855.0,123.0,515.6635560124998
2024-05-30,16389.0,9382.0,43151.0,2095.0,6829.0,2111.0,5354.0,4706.0,116.0,546.5988999124999
2024-05-31,15214.0,8227.0,43149.0,2281.0,6318.0,1445.0,5170.0,4814.0,108.0,480.41195994999987
2024-06-01,13006.0,7279.0,43149.0,1943.0,5261.0,1044.0,4758.0,4699.0,114.0,460.66908792499987
2024-06-02,13189.0,7295.0,43126.0,1994.0,5517.0,916.0,4762.0,4767.0,108.0,455.25932823749986
2024-06-03,15917.0,9176.0,43156.0,2202.0,7223.0,1401.0,5091.0,5352.0,113.0,481.2806335124998
2024-06-04,14533.0,8006.0,43148.0,2229.0,6212.0,1097.0,4995.0,4771.0,112.0,487.41410478749975
2024-06-05,14708.0,7824.0,43164.0,2595.0,5975.0,1082.0,5056.0,4788.0,116.0,491.65274631249986
2024-06-06,15100.0,7952.0,43147.0,2464.0,6214.0,1321.0,5101.0,4782.0,117.0,472.2435172999998
2024-06-07,17850.0,8985.0,43140.0,2252.0,7469.0,2543.0,5586.0,4761.0,114.0,529.5170581999998
2024-06-08,15349.0,8185.0,43133.0,2144.0,6219.0,1827.0,5159.0,4746.0,106.0,509.88651407499987
2024-06-09,14653.0,7808.0,43150.0,2419.0,5651.0,1467.0,5116.0,4745.0,112.0,258.9276703749999
2024-06-10,15567.0,8366.0,43155.0,2227.0,6619.0,1501.0,5220.0,4836.0,114.0,701.6140331874999
2024-06-11,17330.0,9587.0,43140.0,2086.0,7706.0,2180.0,5358.0,5343.0,117.0,525.4966253124999
2024-06-12,17777.0,9087.0,43145.0,2326.0,7584.0,2097.0,5770.0,4791.0,112.0,516.3296903999998
2024-06-13,17027.0,8939.0,43137.0,2351.0,7063.0,2100.0,5513.0,4702.0,115.0,501.2613961124998
2024-06-14,17469.0,9118.0,43149.0,2662.0,6871.0,2301.0,5635.0,4768.0,113.0,503.34780686249985
2024-06-15,13445.0,7379.0,43159.0,1972.0,5544.0,1015.0,4914.0,4655.0,105.0,468.46359401249987
2024-06-16,15067.0,8221.0,43155.0,2226.0,6139.0,1519.0,5183.0,4757.0,107.0,486.9172174249998
2024-06-17,18635.0,7704.0,43150.0,2584.0,10225.0,3960.0,1866.0,2359.0,122.0,599.4054032999998
2024-06-18,22346.0,10873.0,43151.0,2936.0,9581.0,3864.0,5965.0,4876.0,120.0,609.0638279874997
2024-06-19,18135.0,9676.0,43148.0,2272.0,7514.0,2627.0,5722.0,4731.0,117.0,579.7079326374999
2024-06-20,17220.0,8879.0,43142.0,2292.0,7194.0,2143.0,5591.0,4750.0,119.0,520.4322815999999
2024-06-21,15977.0,8350.0,43150.0,2202.0,6571.0,1815.0,5389.0,4682.0,111.0,508.95023779999985
2024-06-22,14588.0,7816.0,43157.0,2176.0,5985.0,1382.0,5045.0,4694.0,108.0,478.8544302999998
2024-06-23,15054.0,8023.0,43142.0,2114.0,5999.0,1790.0,5151.0,4650.0,111.0,494.2636127999998
2024-06-24,19999.0,10238.0,43152.0,2127.0,8907.0,3051.0,5914.0,5399.0,111.0,560.1793143624998
2024-06-25,17650.0,9193.0,43141.0,2571.0,7115.0,2282.0,5682.0,4737.0,120.0,541.0959721249998
2024-06-26,17018.0,9010.0,43151.0,2225.0,7096.0,2119.0,5578.0,4761.0,113.0,524.4971771999999
2024-06-27,17280.0,9163.0,43123.0,2237.0,6976.0,2300.0,5767.0,4666.0,110.0,532.8257847124999
2024-06-28,15330.0,8334.0,43102.0,1549.0,6860.0,1658.0,5263.0,4621.0,108.0,603.9059644374997
2024-06-29,16893.0,8714.0,43144.0,2405.0,6565.0,2203.0,5720.0,4658.0,109.0,516.7938688374998
2024-06-30,17465.0,8962.0,43146.0,2362.0,7138.0,2304.0,5661.0,4793.0,117.0,545.6479298999998
2024-07-01,15822.0,8245.0,43123.0,2500.0,6452.0,1551.0,5319.0,4728.0,114.0,577.8793422999997
2024-07-02,17178.0,8853.0,43149.0,2309.0,7061.0,2150.0,5658.0,4761.0,111.0,543.4506961124998
2024-07-03,18151.0,9165.0,43109.0,2397.0,7396.0,2623.0,5735.0,4693.0,117.0,558.1110798624998
2024-07-04,22184.0,10458.0,43121.0,2624.0,8959.0,3954.0,6647.0,4784.0,122.0,601.7387443624998
2024-07-05,29980.0,12078.0,43114.0,2728.0,14894.0,5058.0,7300.0,4824.0,122.0,778.7062672999996
2024-07-06,17026.0,8767.0,43133.0,2266.0,7140.0,1997.0,5623.0,4736.0,117.0,527.4708894749998
2024-07-07,17651.0,9322.0,43137.0,2474.0,7140.0,2391.0,5646.0,4639.0,116.0,539.3796794999998
2024-07-08,19123.0,9674.0,43149.0,1812.0,8117.0,3143.0,6051.0,4661.0,115.0,568.5483930749998
2024-07-09,16276.0,8637.0,43140.0,1663.0,7177.0,1953.0,5483.0,4560.0,110.0,524.1787351499997
2024-07-10,17248.0,9239.0,43142.0,1967.0,7351.0,2394.0,5536.0,4610.0,107.0,529.9173082999998
2024-07-11,17913.0,9278.0,43158.0,1882.0,7368.0,2697.0,5966.0,4547.0,109.0,549.3472854749998
2024-07-12,15728.0,8372.0,42985.0,1750.0,6625.0,1814.0,5539.0,4617.0,108.0,510.61707346249983
2024-07-13,12381.0,6949.0,42824.0,1479.0,5208.0,870.0,4824.0,4484.0,105.0,461.84038152499977
2024-07-14,13855.0,7864.0,43124.0,1683.0,5861.0,1265.0,5046.0,4584.0,107.0,478.4929991624998
2024-07-15,17602.0,8982.0,43156.0,1829.0,7848.0,2351.0,5574.0,4660.0,116.0,529.3095601624998
2024-07-16,19085.0,9826.0,43144.0,1961.0,8127.0,3002.0,5995.0,4658.0,120.0,575.5745499999998
2024-07-17,15389.0,8703.0,43135.0,1396.0,6375.0,2018.0,5600.0,4432.0,118.0,520.5611140124998
2024-07-18,18162.0,10000.0,43148.0,2039.0,8311.0,2105.0,5707.0,5212.0,113.0,535.8701183124998
2024-07-19,15295.0,8174.0,43137.0,1740.0,6590.0,1613.0,5352.0,4595.0,112.0,496.2921869749998
2024-07-20,15199.0,8263.0,43155.0,1803.0,6424.0,1646.0,5326.0,4587.0,106.0,501.07824234999987
2024-07-21,18131.0,9263.0,42981.0,2000.0,7566.0,2668.0,5897.0,4540.0,107.0,552.1735130874998
2024-07-22,16730.0,9027.0,43137.0,1809.0,7278.0,2109.0,5534.0,4724.0,117.0,566.0103713499999
2024-07-23,20254.0,10982.0,43145.0,2017.0,9102.0,3048.0,6087.0,5184.0,114.0,574.9529531249998
